Čas,Teplota,Napětí,Podíl teplot,Zlogaritmovaný odpor
2022-01-15 18:46:47.145244,30.875,1.4074951171874999,0.003289203190527095,8.914250697451326
2022-01-15 18:47:17.146663,30.0,1.4477783203124999,0.003298697014679202,8.96398473399656
2022-01-15 18:47:47.146548,28.437,1.482421875,0.003315792789477,9.006512609961264
2022-01-15 18:48:17.146050,26.937,1.5170654296875,0.003332366946918727,9.048857560582286
2022-01-15 18:48:47.146491,25.5,1.5509033203125,0.0033484011384563874,9.090078448819776
2022-01-15 18:49:17.146983,24.312,1.585546875,0.00336177394087312,9.132175599126846
2022-01-15 18:49:47.145959,23.187,1.6177734375,0.0033745364230588822,9.171272903785272
2022-01-15 18:50:17.145936,22.187,1.64677734375,0.0033859624767638326,9.206434117009119
2022-01-15 18:50:47.146190,22.187,1.67900390625,0.0033859624767638326,9.245500243629811
2022-01-15 18:51:17.146121,21.0,1.7668212890625,0.0033996260411354754,9.35217925309792
2022-01-15 18:51:47.146184,20.25,1.77568359375,0.003408316291751875,9.362979792637164
2022-01-15 18:52:17.146845,21.625,1.8457763671874998,0.003392417945890934,9.448768183662697
2022-01-15 18:52:47.148857,21.312,1.9134521484375,0.0033960239351766954,9.532432292233384
2022-01-15 18:53:17.146078,19.5,1.925537109375,0.0034170510849137197,9.547482288850114
2022-01-15 18:53:47.146037,18.812,1.964208984375,0.0034251032668634962,9.59590634632216
2022-01-15 18:54:17.145996,18.187,2.0326904296875,0.003432451078990997,9.682804417558962
2022-01-15 18:54:47.146793,18.187,2.0439697265625,0.003432451078990997,9.697278062517688
2022-01-15 18:55:17.146138,17.062,2.0584716796875,0.003445756894959547,9.715961039293871
2022-01-15 18:55:47.146033,16.0,2.0939208984374997,0.003458412588621823,9.762004022198045
2022-01-15 18:56:17.146017,15.375,2.1140624999999997,0.003465904167749762,9.788418222751341
2022-01-15 18:56:47.146680,15.375,2.13662109375,0.003465904167749762,9.818237403829164
2022-01-15 18:57:17.146059,13.937,2.1487060546875,0.00348326465496522,9.834319718228329
2022-01-15 18:57:47.185852,13.312,2.1720703125,0.0034908644078446706,9.86563732840503
2022-01-15 18:58:17.146250,12.75,2.19140625,0.003497726477789437,9.891791512772937
2022-01-15 18:58:47.146080,12.5,2.1978515625,0.0035007876772273766,9.90055929275704
2022-01-15 18:59:17.146147,11.812,2.2147705078124997,0.0035092398284683572,9.923697683731064
2022-01-15 18:59:47.146134,11.375,2.2308837890624997,0.0035146296459010636,9.945905860814937
2022-01-15 19:00:17.146823,11.125,2.241357421875,0.0035177205171049164,9.960434545415016
2022-01-15 19:00:47.147110,10.75,2.254248046875,0.0035223670306445934,9.978420629937574
2022-01-15 19:01:17.147265,10.625,2.241357421875,0.0035239185974803985,9.960434545415016
2022-01-15 19:01:47.145964,10.312,2.2631103515624997,0.0035278097240547235,9.9908549914843
2022-01-15 19:02:17.148740,9.375,2.2614990234375,0.003539509777895762,9.988589945398878
2022-01-15 19:02:47.145937,9.25,2.27841796875,0.003541076487252125,10.012469263995476
2022-01-15 19:03:17.145941,9.625,2.270361328125,0.003536380514543365,10.001071429497328
